end_of_quarter,end_of_quarter_release,ticker,industry,increase
2023-04-01,2023-05-10,GRMN,Scientific & Technical Instruments,0.11104688987733745
2023-07-01,2023-08-09,GRMN,Scientific & Technical Instruments,0.17075034231138078
2023-09-30,2023-11-08,GRMN,Scientific & Technical Instruments,0.24827697803946386
2023-12-30,2024-02-28,GRMN,Scientific & Technical Instruments,0.05535317316680323
2020-03-29,2020-05-13,PZZA,Restaurants,0.025589765120283176
2020-06-28,2020-08-13,PZZA,Restaurants,0.12365901820442866
2020-09-27,2020-11-12,PZZA,Restaurants,0.17819337434259216
2020-12-27,2021-03-04,PZZA,Restaurants,0.5817335538107518
2021-03-28,2021-05-13,PZZA,Restaurants,0.3479387160631629
2021-06-27,2021-08-12,PZZA,Restaurants,-0.0777495144654919
2021-09-26,2021-11-11,PZZA,Restaurants,-0.33779629799441335
2021-12-26,2022-03-03,PZZA,Restaurants,-0.2306124664441408
2022-03-27,2022-05-12,PZZA,Restaurants,0.08794904067220902
2022-06-26,2022-08-11,PZZA,Restaurants,-0.01856353928371029
2022-09-25,2022-11-10,PZZA,Restaurants,-0.05341931581097781
2022-12-25,2023-03-02,PZZA,Restaurants,-0.09512081171887857
2023-03-26,2023-05-11,PZZA,Restaurants,-0.17403565351147704
2023-06-25,2023-08-10,PZZA,Restaurants,-0.12048047228563595
2023-09-24,2023-11-09,PZZA,Restaurants,-0.005560713967107339
2023-12-31,2024-03-07,PZZA,Restaurants,-0.08002294705464284
2020-03-31,2020-05-05,MMM,Conglomerates,0.11124598871425781
2020-06-30,2020-08-04,MMM,Conglomerates,0.18531983301387076
2020-09-30,2020-11-03,MMM,Conglomerates,0.2153304038971796
2020-12-31,2021-02-11,MMM,Conglomerates,0.13428214243337933
2021-03-31,2021-05-04,MMM,Conglomerates,-0.06953020085679686
2021-06-30,2021-08-03,MMM,Conglomerates,-0.15523332605010642
2021-09-30,2021-11-02,MMM,Conglomerates,-0.19045575628638897
2021-12-31,2022-02-16,MMM,Conglomerates,-0.015716613894414293
2022-03-31,2022-05-03,MMM,Conglomerates,-0.17031331348620832
2022-06-30,2022-08-03,MMM,Conglomerates,-0.1616837575400538
2022-09-30,2022-11-01,MMM,Conglomerates,-0.15227455480584806
2022-12-31,2023-02-15,MMM,Conglomerates,-0.09905045785541773
2023-03-31,2023-05-02,MMM,Conglomerates,-0.12060591996247313
2023-06-30,2023-08-01,MMM,Conglomerates,-0.14661722550154588
2023-09-30,2023-10-31,MMM,Conglomerates,0.19060847423447863
2023-12-31,2024-02-14,MMM,Conglomerates,0.17167109806101402
2020-03-31,2020-05-13,WBD,Entertainment,0.13957136400558784
2020-06-30,2020-08-12,WBD,Entertainment,1.0875343663668873
2020-09-30,2020-11-13,WBD,Entertainment,0.5467126740259632
2020-12-31,2021-03-01,WBD,Entertainment,-0.5042970092590007
2021-03-31,2021-05-06,WBD,Entertainment,-0.2684137804754849
2021-06-30,2021-08-10,WBD,Entertainment,0.013586943317733113
2021-09-30,2021-11-10,WBD,Entertainment,-0.375
2021-12-31,2022-03-03,WBD,Entertainment,-0.5446303946775131
2022-03-31,2022-05-03,WBD,Entertainment,-0.341982355788313
2022-06-30,2022-08-12,WBD,Entertainment,0.0394736805414193
2022-09-30,2022-11-11,WBD,Entertainment,0.10135133393582352
2022-12-31,2023-03-03,WBD,Entertainment,-0.25274723852109343
2023-03-31,2023-05-12,WBD,Entertainment,-0.19024780742579142
2023-06-30,2023-08-10,WBD,Entertainment,-0.3172804234097869
2023-09-30,2023-11-15,WBD,Entertainment,-0.2007576472530433
2023-12-31,2024-03-01,WBD,Entertainment,-0.026528315327185085
2020-03-31,2020-05-05,IBM,Information Technology Services,-0.061627513676372765
2020-06-30,2020-08-04,IBM,Information Technology Services,-0.025864876547855124
2020-09-30,2020-11-03,IBM,Information Technology Services,0.27932611800490864
2020-12-31,2021-03-02,IBM,Information Technology Services,0.18529781017465285
2021-03-31,2021-05-04,IBM,Information Technology Services,-0.10692141597373318
2021-06-30,2021-08-03,IBM,Information Technology Services,0.021948223482981304
2021-09-30,2021-11-12,IBM,Information Technology Services,0.11234827503775457
2021-12-31,2022-03-01,IBM,Information Technology Services,0.058508434803443594
2022-03-31,2022-05-03,IBM,Information Technology Services,0.03252337322395796
2022-06-30,2022-08-01,IBM,Information Technology Services,0.020372633885075795
2022-09-30,2022-11-01,IBM,Information Technology Services,-0.08531109657367307
2022-12-31,2023-03-07,IBM,Information Technology Services,0.15446391858552633
2023-03-31,2023-05-02,IBM,Information Technology Services,0.16171292459383654
2023-06-30,2023-08-01,IBM,Information Technology Services,0.28137864589293937
2023-09-30,2023-11-07,IBM,Information Technology Services,0.2627830419215309
2023-12-31,2024-03-04,IBM,Information Technology Services,-0.026520227814845903
2020-03-31,2020-05-15,LH,Diagnostics & Research,0.19208022903425925
2020-06-30,2020-08-07,LH,Diagnostics & Research,0.17316550530243205
2020-09-30,2020-11-05,LH,Diagnostics & Research,0.2759070677304077
2020-12-31,2021-03-04,LH,Diagnostics & Research,0.3054490835273093
2021-03-31,2021-05-11,LH,Diagnostics & Research,0.028033346083336647
2021-06-30,2021-08-12,LH,Diagnostics & Research,-0.08072666438849462
2021-09-30,2021-11-09,LH,Diagnostics & Research,-0.09061650834305797
2021-12-31,2022-03-04,LH,Diagnostics & Research,-0.1612543438761468
2022-03-31,2022-05-06,LH,Diagnostics & Research,-0.0934431122246476
2022-06-30,2022-08-08,LH,Diagnostics & Research,-0.0335013849469246
2022-09-30,2022-11-08,LH,Diagnostics & Research,-0.049789871809137985
2022-12-31,2023-03-07,LH,Diagnostics & Research,0.028700294677921866
2023-03-31,2023-05-11,LH,Diagnostics & Research,0.08307854559018607
2023-06-30,2023-08-11,LH,Diagnostics & Research,0.021055029072892775
2023-09-30,2023-11-06,LH,Diagnostics & Research,0.007969903031608501
2023-12-31,2024-03-04,LH,Diagnostics & Research,-0.036010950113441534
2020-03-31,2020-05-18,ORA,Utilities—Renewable,0.17915627318581012
2020-06-30,2020-08-13,ORA,Utilities—Renewable,0.8912461094672377
2020-09-30,2020-11-12,ORA,Utilities—Renewable,-0.1496337373118886
2020-12-31,2021-03-05,ORA,Utilities—Renewable,-0.09997554451281682
2021-03-31,2021-05-13,ORA,Utilities—Renewable,0.26793708199351113
2021-06-30,2021-08-12,ORA,Utilities—Renewable,-0.02654311071687598
2021-09-30,2021-11-11,ORA,Utilities—Renewable,-0.07748960274998792
2021-12-31,2022-03-04,ORA,Utilities—Renewable,0.29335952994035114
2022-03-31,2022-05-11,ORA,Utilities—Renewable,0.3908572568611546
2022-06-30,2022-08-11,ORA,Utilities—Renewable,-0.006453066055636812
2022-09-30,2022-11-10,ORA,Utilities—Renewable,-0.1487512449213269
2022-12-31,2023-03-03,ORA,Utilities—Renewable,-0.1320798453477489
2023-03-31,2023-05-17,ORA,Utilities—Renewable,-0.22460594951686683
2023-06-30,2023-08-11,ORA,Utilities—Renewable,-0.15504482677827253
2023-09-30,2023-11-16,ORA,Utilities—Renewable,-0.01971875499286858
2023-12-31,2024-03-01,ORA,Utilities—Renewable,-0.02552804083726029
2020-03-31,2020-05-18,BHF,Insurance—Life,0.1632378456056263
2020-06-30,2020-08-17,BHF,Insurance—Life,0.3370967988044985
2020-09-30,2020-11-13,BHF,Insurance—Life,0.4238937547219536
2020-12-31,2021-03-03,BHF,Insurance—Life,0.17360951387179382
2021-03-31,2021-05-17,BHF,Insurance—Life,0.1135671936353739
2021-06-30,2021-08-13,BHF,Insurance—Life,0.18731871591246557
2021-09-30,2021-11-12,BHF,Insurance—Life,-0.18035190441554694
2021-12-31,2022-03-03,BHF,Insurance—Life,-0.05825628329239188
2022-03-31,2022-05-17,BHF,Insurance—Life,0.07791405807170414
2022-06-30,2022-08-12,BHF,Insurance—Life,0.1478468119305018
2022-09-30,2022-11-15,BHF,Insurance—Life,-0.2687579923368741
2022-12-31,2023-03-02,BHF,Insurance—Life,-0.11489875903193428
2023-03-31,2023-05-16,BHF,Insurance—Life,0.24079179772221185
2023-06-30,2023-08-16,BHF,Insurance—Life,0.02433404041674709
2023-09-30,2023-11-15,BHF,Insurance—Life,0.02483843963784719
2023-12-31,2024-02-29,BHF,Insurance—Life,0.09022558177821932
2020-03-31,2020-05-13,ROP,Software—Application,0.11083151454847377
2020-06-30,2020-08-12,ROP,Software—Application,-0.10216578877755174
2020-09-30,2020-11-11,ROP,Software—Application,0.11028709126334024
2020-12-31,2021-03-01,ROP,Software—Application,0.2587830882974081
2021-03-31,2021-05-12,ROP,Software—Application,0.11909395558270351
2021-06-30,2021-08-12,ROP,Software—Application,-0.08454488455748045
2021-09-30,2021-11-11,ROP,Software—Application,-0.10051956607648722
2021-12-31,2022-03-01,ROP,Software—Application,-0.09788020937905695
2022-03-31,2022-05-11,ROP,Software—Application,0.021100676949075154
2022-06-30,2022-08-10,ROP,Software—Application,-0.022841226363102977
2022-09-30,2022-11-09,ROP,Software—Application,0.10103312484299433
2022-12-31,2023-03-06,ROP,Software—Application,0.15025414239800403
2023-03-31,2023-05-10,ROP,Software—Application,0.10981929845846693
2023-06-30,2023-08-10,ROP,Software—Application,0.12762817610789756
2023-09-30,2023-11-09,ROP,Software—Application,0.05402762112079391
2023-12-31,2024-02-29,ROP,Software—Application,-0.013676411137613873
2020-02-29,2020-04-10,NEOG,Diagnostics & Research,0.1532284771508757
2020-05-31,2020-08-06,NEOG,Diagnostics & Research,0.0690384761026938
2020-08-31,2020-10-07,NEOG,Diagnostics & Research,0.26490159722563533
2020-11-30,2021-01-05,NEOG,Diagnostics & Research,0.14719414952568557
2021-02-28,2021-04-07,NEOG,Diagnostics & Research,-0.049395305598338726
2021-05-31,2021-08-06,NEOG,Diagnostics & Research,-0.18962757939812497
2021-08-31,2021-10-07,NEOG,Diagnostics & Research,-0.26972910617555895
2021-11-30,2022-01-06,NEOG,Diagnostics & Research,-0.4118926625121474
2022-02-28,2022-04-08,NEOG,Diagnostics & Research,-0.5955342854582343
2022-05-31,2022-08-03,NEOG,Diagnostics & Research,-0.04869251167025606
2022-08-31,2022-10-07,NEOG,Diagnostics & Research,0.3493691008325546
2022-11-30,2023-01-16,NEOG,Diagnostics & Research,0.24330227626248954
2023-02-28,2023-04-11,NEOG,Diagnostics & Research,-0.08437864152417374
2023-05-31,2023-08-22,NEOG,Diagnostics & Research,-0.23631507023618442
2023-08-31,2023-10-17,NEOG,Diagnostics & Research,-0.07062704434100978
2023-11-30,2024-01-16,NEOG,Diagnostics & Research,-0.2173429625991087
2020-03-31,2020-05-15,PMT,REIT—Mortgage,0.934095384706205
2020-06-30,2020-08-14,PMT,REIT—Mortgage,0.09307268634364492
2020-09-30,2020-11-13,PMT,REIT—Mortgage,0.18304392056723312
2020-12-31,2021-03-05,PMT,REIT—Mortgage,0.09573052867432395
2021-03-31,2021-05-14,PMT,REIT—Mortgage,0.028176704393142314
2021-06-30,2021-08-13,PMT,REIT—Mortgage,-0.10786949959166806
2021-09-30,2021-11-12,PMT,REIT—Mortgage,-0.15291280426492232
2021-12-31,2022-03-04,PMT,REIT—Mortgage,-0.09188845588098869
2022-03-31,2022-05-13,PMT,REIT—Mortgage,0.0045573339884877355
2022-06-30,2022-08-12,PMT,REIT—Mortgage,-0.0665374524179341
2022-09-30,2022-11-10,PMT,REIT—Mortgage,-0.25098558353995754
2022-12-31,2023-03-03,PMT,REIT—Mortgage,0.025133276529305366
2023-03-31,2023-05-11,PMT,REIT—Mortgage,0.15417380365453853
2023-06-30,2023-08-10,PMT,REIT—Mortgage,0.05995386004987255
2023-09-30,2023-11-08,PMT,REIT—Mortgage,0.04775904398246557
2023-12-31,2024-02-29,PMT,REIT—Mortgage,0.009200291110263851
2020-03-31,2020-05-13,SIGI,Insurance—Property & Casualty,0.38796457995267003
2020-06-30,2020-08-07,SIGI,Insurance—Property & Casualty,0.14862369130797196
2020-09-30,2020-11-05,SIGI,Insurance—Property & Casualty,0.3912781334561442
2020-12-31,2021-02-19,SIGI,Insurance—Property & Casualty,0.25034487631864477
2021-03-31,2021-05-06,SIGI,Insurance—Property & Casualty,0.0620844085108601
2021-06-30,2021-08-05,SIGI,Insurance—Property & Casualty,-0.05423100129892921
2021-09-30,2021-11-04,SIGI,Insurance—Property & Casualty,0.06011621770503227
2021-12-31,2022-02-18,SIGI,Insurance—Property & Casualty,0.05751373562899259
2022-03-31,2022-05-12,SIGI,Insurance—Property & Casualty,0.1899674505674878
2022-06-30,2022-08-11,SIGI,Insurance—Property & Casualty,0.2426652915293616
2022-09-30,2022-11-10,SIGI,Insurance—Property & Casualty,0.09551284815328302
2022-12-31,2023-02-17,SIGI,Insurance—Property & Casualty,-0.016127396499441907
2023-03-31,2023-05-11,SIGI,Insurance—Property & Casualty,-0.001858032832359316
2023-06-30,2023-08-10,SIGI,Insurance—Property & Casualty,-0.0024917770899772736
2023-09-30,2023-11-09,SIGI,Insurance—Property & Casualty,0.029081199499636882
2023-12-31,2024-02-16,SIGI,Insurance—Property & Casualty,0.006362633870200563
2020-03-29,2020-05-14,KELYA,Staffing & Employment Services,0.784110533983501
2020-06-28,2020-08-13,KELYA,Staffing & Employment Services,0.17755445741308998
2020-09-27,2020-11-12,KELYA,Staffing & Employment Services,0.259424582431616
2021-01-03,2021-02-25,KELYA,Staffing & Employment Services,-0.04931898070720076
2021-04-04,2021-05-20,KELYA,Staffing & Employment Services,-0.29240709629206346
2021-07-04,2021-08-19,KELYA,Staffing & Employment Services,0.07734256123161198
2021-10-03,2021-11-17,KELYA,Staffing & Employment Services,0.018508128161419675
2022-01-02,2022-02-24,KELYA,Staffing & Employment Services,-0.2066883706928849
2022-04-03,2022-05-19,KELYA,Staffing & Employment Services,-0.13861888441076584
2022-07-03,2022-08-18,KELYA,Staffing & Employment Services,-0.07646093169660384
2022-10-02,2022-11-17,KELYA,Staffing & Employment Services,0.0686618606856515
2023-01-01,2023-02-23,KELYA,Staffing & Employment Services,0.07045592522560694
2023-04-02,2023-05-18,KELYA,Staffing & Employment Services,0.11468378387715938
2023-07-02,2023-08-17,KELYA,Staffing & Employment Services,0.2979684475871447
2023-10-01,2023-11-16,KELYA,Staffing & Employment Services,0.1698113312010769
2023-12-31,2024-02-27,KELYA,Staffing & Employment Services,-0.013061212033641582
2020-03-31,2020-05-05,PTEN,Oil & Gas Drilling,-0.036987417817962796
2020-06-30,2020-08-04,PTEN,Oil & Gas Drilling,0.6082207736842353
2020-09-30,2020-11-03,PTEN,Oil & Gas Drilling,1.4314469356982407
2020-12-31,2021-02-16,PTEN,Oil & Gas Drilling,0.19796159762512125
2021-03-31,2021-05-11,PTEN,Oil & Gas Drilling,0.10441806898658874
2021-06-30,2021-08-10,PTEN,Oil & Gas Drilling,0.3921319933644601
2021-09-30,2021-11-09,PTEN,Oil & Gas Drilling,0.7056994544192083
2021-12-31,2022-02-23,PTEN,Oil & Gas Drilling,0.13497393290172163
2022-03-31,2022-05-10,PTEN,Oil & Gas Drilling,0.2510460490350864
2022-06-30,2022-08-09,PTEN,Oil & Gas Drilling,0.14665754712881576
2022-09-30,2022-11-07,PTEN,Oil & Gas Drilling,-0.4418239171322993
2022-12-31,2023-02-20,PTEN,Oil & Gas Drilling,0.08660252083435983
2023-03-31,2023-05-08,PTEN,Oil & Gas Drilling,0.11363634105884757
2023-06-30,2023-07-24,PTEN,Oil & Gas Drilling,-0.32587228084309333
2023-09-30,2023-11-16,PTEN,Oil & Gas Drilling,0.05468742497679558
2023-12-31,2024-03-05,PTEN,Oil & Gas Drilling,0.05103799113297412
2020-03-31,2020-05-06,BA,Aerospace & Defense,0.28910221197345376
2020-06-30,2020-08-05,BA,Aerospace & Defense,0.2086297961041233
2020-09-30,2020-11-04,BA,Aerospace & Defense,0.5510782488147595
2020-12-31,2021-02-08,BA,Aerospace & Defense,0.0914366839436429
2021-03-31,2021-05-05,BA,Aerospace & Defense,-0.06639492673667868
2021-06-30,2021-08-04,BA,Aerospace & Defense,-0.08930858693503498
2021-09-30,2021-11-03,BA,Aerospace & Defense,-0.30354298805097685
2021-12-31,2022-02-07,BA,Aerospace & Defense,-0.22121557799108305
2022-03-31,2022-05-04,BA,Aerospace & Defense,-0.0014015494616311983
2022-06-30,2022-08-03,BA,Aerospace & Defense,0.2562409811848252
2022-09-30,2022-11-02,BA,Aerospace & Defense,0.3830132966043114
2022-12-31,2023-02-03,BA,Aerospace & Defense,0.12314941533156888
2023-03-31,2023-05-03,BA,Aerospace & Defense,-0.044393562405282805
2023-06-30,2023-08-02,BA,Aerospace & Defense,-0.0932232987683761
2023-09-30,2023-11-01,BA,Aerospace & Defense,-0.03215762720276705
2023-12-31,2024-02-07,BA,Aerospace & Defense,-0.13509817445349492
2020-03-31,2020-05-08,ARR,REIT—Mortgage,0.24271181398660582
2020-06-30,2020-07-29,ARR,REIT—Mortgage,0.21367746543112218
2020-09-30,2020-10-28,ARR,REIT—Mortgage,0.30963598536427955
2020-12-31,2021-02-24,ARR,REIT—Mortgage,-0.12108195868268208
2021-03-31,2021-04-28,ARR,REIT—Mortgage,-0.12366803906069082
2021-06-30,2021-07-29,ARR,REIT—Mortgage,-0.11808870148855294
2021-09-30,2021-11-03,ARR,REIT—Mortgage,-0.306347146419831
2021-12-31,2022-02-23,ARR,REIT—Mortgage,-0.11750001907348633
2022-03-31,2022-05-04,ARR,REIT—Mortgage,-0.32418299656288296
2022-06-30,2022-08-03,ARR,REIT—Mortgage,-0.15584415584415584
2022-09-30,2022-11-02,ARR,REIT—Mortgage,-0.0438931867324833
2022-12-31,2023-02-22,ARR,REIT—Mortgage,-0.1805309869546806
2023-03-31,2023-05-03,ARR,REIT—Mortgage,-0.3662650612561492
2023-06-30,2023-08-02,ARR,REIT—Mortgage,-0.23254903157552084
2023-09-30,2023-11-01,ARR,REIT—Mortgage,0.2724275138314231
2023-12-31,2024-03-22,ARR,REIT—Mortgage,0.00259881211039504
2020-03-31,2020-05-05,BDN,REIT—Office,-0.09576381129609951
2020-06-30,2020-08-04,BDN,REIT—Office,0.049826824623844565
2020-09-30,2020-11-04,BDN,REIT—Office,0.5906590066458459
2020-12-31,2021-03-03,BDN,REIT—Office,0.12670270096671074
2021-03-31,2021-05-13,BDN,REIT—Office,0.090673848491699
2021-06-30,2021-08-05,BDN,REIT—Office,-0.013253797306379243
2021-09-30,2021-11-05,BDN,REIT—Office,-0.1487748331235807
2021-12-31,2022-03-03,BDN,REIT—Office,-0.415384597649336
2022-03-31,2022-05-04,BDN,REIT—Office,-0.4541631973322145
2022-06-30,2022-08-05,BDN,REIT—Office,-0.1889671976348878
2022-09-30,2022-11-04,BDN,REIT—Office,-0.4565867952509017
2022-12-31,2023-02-28,BDN,REIT—Office,-0.2071306991250564
2023-03-31,2023-05-08,BDN,REIT—Office,0.04461944326695284
2023-06-30,2023-08-03,BDN,REIT—Office,-0.1095041721279626
2023-09-30,2023-11-02,BDN,REIT—Office,0.08208953364969858
2023-12-31,2024-02-29,BDN,REIT—Office,0.011627839925551307
2020-03-28,2020-06-03,RL,Apparel Manufacturing,0.05007077772199303
2020-06-27,2020-08-11,RL,Apparel Manufacturing,0.5974932608829383
2020-09-26,2020-11-12,RL,Apparel Manufacturing,0.8049013448172965
2020-12-26,2021-02-11,RL,Apparel Manufacturing,0.07272222656673169
2021-03-27,2021-05-27,RL,Apparel Manufacturing,-0.06225347615774855
2021-06-26,2021-08-10,RL,Apparel Manufacturing,0.06386412918548713
2021-09-25,2021-11-10,RL,Apparel Manufacturing,-0.24395209631803824
2021-12-25,2022-02-10,RL,Apparel Manufacturing,-0.22947687343891734
2022-04-02,2022-05-31,RL,Apparel Manufacturing,0.11445254469637439
2022-07-02,2022-08-16,RL,Apparel Manufacturing,0.22575844244769372
2022-10-01,2022-11-17,RL,Apparel Manufacturing,0.0725972732856305
2022-12-31,2023-02-16,RL,Apparel Manufacturing,-0.026844570434926378
2023-04-01,2023-06-01,RL,Apparel Manufacturing,0.21953067535929136
2023-07-01,2023-08-17,RL,Apparel Manufacturing,0.5494345802957161
2023-09-30,2023-11-15,RL,Apparel Manufacturing,0.38105230728236555
2023-12-30,2024-02-15,RL,Apparel Manufacturing,-0.05531024547311089
2020-03-31,2020-05-18,ASTE,Farm & Heavy Construction Machinery,0.43996457701179886
2020-06-30,2020-08-17,ASTE,Farm & Heavy Construction Machinery,0.19903166333120592
2020-09-30,2020-11-13,ASTE,Farm & Heavy Construction Machinery,0.23428816985867898
2020-12-31,2021-03-08,ASTE,Farm & Heavy Construction Machinery,-0.1683945210110085
2021-03-31,2021-05-13,ASTE,Farm & Heavy Construction Machinery,0.02190730940604767
2021-06-30,2021-08-12,ASTE,Farm & Heavy Construction Machinery,-0.12541620240504356
2021-09-30,2021-11-12,ASTE,Farm & Heavy Construction Machinery,-0.4211853750381229
